Tensión (MPa),Deformación (%),Dureza Brinell,Dureza Rockwell,Dureza Vickers,Tenacidad (MJ/m3),Módulo de Young (GPa),Límite elástico (MPa),Carga máxima (kN),Fuerza de fractura (kN),Alargamiento (%),Reducción de área (%),Velocidad de ensayo (mm/min),Espesor (mm),Diámetro (mm),Ancho de muestra (mm),Altura de muestra (mm),Temperatura (°C),Tiempo de ensayo (s),Peso (kg),Energía absorbida (J),Fatiga (ciclos),Coef. de fricción,Conductividad térmica (W/mK),Densidad (g/cm3),Calor específico (J/kgK),Resistencia a la tracción (MPa),Índice de resiliencia,Viscosidad (Pa·s),Índice de impacto,Índice de fluencia,Presión de trabajo (MPa),Presión de rotura (MPa),Tiempo hasta falla (h),Índice de rigidez,Índice de elasticidad,Índice de eficiencia,Índice de fatiga,Índice de absorción,Índice de desgaste,Índice térmico,Coef. de expansión,Índice de conductividad,Índice de resistencia al corte,Carga de pandeo (N),Torque máximo (Nm),Índice de eficiencia térmica,Índice de módulo de rotura,Coef. de seguridad
101.56,683.33,280.11,858.78,585.61,801.86,258.63,252.84,127.12,501.17,788.57,776.66,898.23,628.12,458.07,795.58,936.45,514.55,571.92,953.19,783.03,699.63,391.13,221.58,106.83,475.61,610.43,919.89,265.71,292.64,657.89,261.57,903.27,814.58,693.57,654.37,282.99,707.8,989.17,44.98,149.43,670.13,220.69,264.69,198.0,991.51,892.37,205.85,818.01
663.54,445.96,858.36,748.38,541.42,434.59,337.28,406.7,58.63,686.98,167.28,228.41,581.38,840.35,864.69,763.63,289.52,468.16,721.5,985.48,671.03,721.8,278.66,903.23,560.46,336.12,822.28,111.11,10.89,688.97,847.99,416.1,222.88,893.92,735.74,486.63,245.57,756.29,479.79,534.57,849.54,798.04,550.68,510.79,238.74,237.68,708.46,741.06,465.12
5.16,273.7,292.29,439.27,86.12,869.55,402.32,383.23,305.48,791.93,28.55,24.91,351.89,148.39,926.01,134.09,689.32,740.54,550.38,422.03,598.09,172.61,578.08,491.23,73.75,674.9,180.56,590.71,154.92,0.44,174.28,184.05,59.42,707.19,274.04,758.36,498.43,682.04,625.58,72.9,990.68,540.08,683.78,305.0,586.9,371.07,8.33,707.21,646.97
160.89,997.12,910.78,610.59,57.12,180.74,51.32,794.68,157.75,583.06,629.39,383.84,232.67,855.35,23.9,88.61,338.18,832.52,786.15,950.39,192.22,28.29,522.85,678.92,544.9,638.39,695.41,728.7,985.68,59.78,661.82,520.15,90.42,991.56,27.07,425.73,71.3,105.88,360.12,801.94,415.24,337.4,314.13,896.9,979.94,966.19,107.81,806.24,363.33
548.78,426.24,753.99,160.45,105.57,947.69,496.57,456.37,174.09,908.93,975.99,141.63,616.92,675.18,51.65,908.16,967.76,750.81,282.73,35.52,220.78,408.34,481.18,145.94,552.74,380.9,787.45,70.87,319.87,432.62,824.97,496.05,261.45,90.31,365.3,127.69,384.37,958.0,852.54,691.34,810.11,977.91,548.79,968.34,974.69,94.11,983.2,616.85,743.7
691.93,451.44,804.93,673.68,585.63,218.85,123.41,170.85,760.78,942.0,331.28,710.42,509.05,170.32,958.75,535.55,101.59,143.95,183.99,745.94,47.44,582.76,314.58,257.88,874.45,7.37,447.17,22.71,108.91,958.19,288.02,212.89,761.47,545.72,45.29,872.07,355.74,909.15,562.03,352.8,627.62,278.51,341.32,410.12,249.06,523.76,38.22,591.69,254.25
652.0,163.71,18.1,179.34,544.39,326.29,401.03,267.28,15.94,64.41,118.74,661.16,991.6,189.84,277.23,857.82,497.8,622.1,54.01,642.78,240.79,706.03,137.89,586.15,725.08,252.35,323.3,464.25,118.85,890.86,405.31,672.83,510.04,685.03,900.76,82.98,160.19,236.3,662.84,647.17,959.06,948.67,696.54,70.28,102.44,506.79,282.63,407.17,719.38
224.35,794.83,962.81,693.98,233.82,756.22,350.77,509.16,557.85,402.43,570.43,44.07,983.22,926.51,873.38,58.25,428.1,80.42,573.36,249.6,345.51,809.96,742.4,319.1,249.63,633.38,13.64,791.21,310.41,994.01,569.56,117.88,455.64,702.67,953.53,189.05,860.81,804.01,648.94,233.11,238.21,156.31,988.49,663.37,590.38,606.59,548.54,636.4,193.46
712.21,693.71,726.7,229.68,637.81,393.82,772.86,147.54,379.52,23.56,906.36,836.61,635.06,32.31,388.86,526.56,326.09,694.65,688.63,507.37,833.16,610.58,879.87,499.74,888.44,72.47,797.13,160.8,37.74,416.89,519.22,61.79,584.18,793.51,735.41,277.05,385.95,409.46,364.05,265.32,544.88,389.28,689.05,376.69,420.04,330.86,184.44,115.29,722.2
237.33,220.85,304.82,117.64,820.09,608.25,803.19,611.69,506.6,329.48,784.08,248.82,442.93,462.59,119.19,539.47,645.57,381.9,326.22,129.64,366.46,110.97,944.16,374.07,573.29,107.73,328.01,836.65,511.54,46.66,39.29,384.97,890.23,917.63,726.71,995.28,981.92,683.8,76.08,314.2,408.85,138.58,59.12,985.97,761.71,925.93,232.13,684.54,293.74
325.47,82.47,829.41,165.37,41.67,444.63,153.5,565.79,562.87,536.91,622.55,432.28,491.19,313.54,80.54,860.72,131.14,132.59,613.62,871.61,754.65,682.61,58.71,640.59,606.42,647.07,357.37,656.61,213.82,306.03,98.76,409.88,90.52,361.71,240.97,416.92,899.72,165.69,807.73,797.03,541.76,2.34,477.29,89.47,528.03,270.13,353.03,103.99,278.7
746.52,680.53,281.59,2.09,498.18,742.4,366.61,714.73,313.44,910.8,315.12,667.97,682.51,665.11,156.59,97.7,716.69,862.06,52.25,357.96,439.5,984.18,739.93,487.2,169.06,755.79,336.07,332.24,519.36,675.8,100.56,319.81,694.75,43.06,74.02,501.76,194.89,538.6,289.79,210.77,268.93,260.33,770.41,119.21,510.64,649.73,269.63,861.75,811.51
649.67,654.55,872.77,718.77,689.34,228.41,373.42,937.71,295.18,846.57,541.93,429.48,101.66,839.65,249.97,240.52,980.59,614.05,99.38,626.08,784.89,905.59,726.53,4.71,857.79,321.62,498.79,515.87,140.85,135.25,262.34,258.02,926.8,362.51,802.12,769.72,505.17,126.7,848.95,562.82,497.8,87.3,542.29,699.45,646.5,495.98,803.38,505.73,813.71
849.24,273.33,112.67,732.43,252.39,58.55,151.5,912.26,733.43,127.59,91.34,441.34,328.42,360.44,488.57,406.6,804.58,354.79,701.78,158.86,976.27,871.68,947.11,649.72,930.97,489.72,702.53,965.58,429.91,300.04,245.94,338.84,213.43,671.65,559.21,636.45,601.84,536.21,608.68,200.55,624.84,986.35,951.07,758.67,126.51,266.75,500.32,530.4,691.43
657.65,950.87,703.72,514.98,307.84,300.0,798.47,946.08,871.29,93.12,678.98,65.72,75.36,426.96,701.53,865.85,860.03,30.82,368.13,206.24,239.92,302.24,252.99,422.18,775.01,945.72,771.89,216.52,597.96,56.26,742.25,163.46,837.79,213.53,681.66,841.44,818.98,243.67,353.77,285.11,81.31,761.68,54.87,471.15,677.19,188.93,278.69,584.9,923.92
568.35,151.14,540.74,161.45,613.68,474.36,707.26,244.79,192.66,589.31,725.12,401.5,73.45,981.92,986.4,938.89,359.7,537.36,671.37,991.96,862.36,750.81,742.2,341.76,940.76,945.55,392.63,499.59,62.09,475.02,572.79,403.51,698.05,809.99,779.66,486.48,885.65,452.52,594.29,235.56,743.01,3.8,291.23,277.34,488.57,956.57,313.16,776.07,156.28
93.77,432.39,96.62,83.65,897.95,168.1,190.46,131.65,97.71,532.16,965.04,764.87,195.92,783.94,441.56,992.73,324.95,923.23,831.74,753.11,621.86,851.12,54.72,94.24,302.37,307.57,663.14,624.52,398.81,209.0,764.0,904.61,14.57,219.84,409.49,972.18,624.06,668.0,645.53,645.04,706.55,223.72,220.8,309.88,820.17,561.34,39.96,478.52,269.39
367.78,943.62,241.97,19.23,809.94,354.86,366.79,302.35,897.81,266.45,260.47,915.18,485.3,897.21,518.23,959.2,517.1,596.42,852.64,961.98,817.31,678.36,631.28,220.45,861.13,810.01,720.71,138.1,302.59,91.34,69.99,224.5,231.69,10.16,144.63,796.83,35.23,877.09,706.71,526.78,880.47,670.16,767.65,338.04,138.79,604.23,49.49,427.65,294.08
265.28,419.79,12.5,165.83,583.17,400.04,105.89,895.1,349.96,899.46,18.55,413.56,784.8,438.82,521.86,6.04,45.82,971.65,172.25,295.92,651.62,250.64,350.91,223.85,488.94,593.98,296.99,43.62,240.44,411.27,485.27,684.48,605.88,508.13,795.06,401.43,481.33,165.37,822.36,721.33,425.91,398.61,523.84,225.36,300.82,782.92,717.94,288.4,305.36
244.07,638.56,468.82,890.87,730.25,57.49,628.24,972.06,551.36,927.37,545.65,423.64,485.55,234.15,539.48,47.8,945.36,136.54,486.34,164.65,424.01,953.84,768.93,935.38,164.0,975.49,96.71,13.56,604.57,351.29,323.84,141.87,502.45,726.49,453.82,381.33,884.82,893.28,159.84,220.02,61.76,831.86,138.43,850.66,950.25,81.32,113.0,128.13,328.1
973.01,397.65,301.34,241.61,364.89,583.35,121.46,859.34,359.61,402.67,706.82,702.66,335.54,411.92,517.79,147.69,143.87,568.35,733.95,503.12,228.15,450.87,863.32,432.57,668.83,477.67,894.68,324.76,588.58,537.56,849.95,353.97,527.98,349.72,826.94,929.5,714.12,390.1,944.15,9.25,461.51,504.91,285.66,65.17,553.12,713.79,475.85,190.42,697.04
393.16,274.29,598.4,354.34,641.0,884.35,985.94,110.11,125.89,890.31,790.43,942.78,82.44,716.12,8.87,348.93,903.02,798.15,774.0,494.72,70.13,129.89,364.88,42.16,684.15,774.73,677.15,74.04,630.74,749.06,707.82,321.24,232.01,748.92,437.76,684.45,870.15,843.81,410.9,680.54,137.7,653.69,522.71,407.34,929.31,165.22,842.38,0.63,270.83
892.06,983.98,297.31,105.43,466.23,151.83,780.7,947.43,589.37,384.01,193.82,267.13,550.34,109.52,1.82,829.94,83.67,525.59,784.7,175.03,535.56,109.87,525.63,138.9,287.0,768.16,648.15,803.79,158.97,112.66,869.27,937.04,675.04,438.46,217.09,621.47,674.11,512.6,860.46,114.94,647.48,597.08,996.13,747.63,689.07,740.51,368.52,869.43,285.99
631.18,409.39,299.99,222.44,190.02,597.85,390.3,423.42,525.19,736.84,261.83,440.2,271.34,270.54,97.76,892.67,822.64,91.16,228.24,733.25,990.33,647.55,117.49,79.12,27.59,497.48,59.0,997.32,285.78,791.15,46.52,428.04,266.49,171.8,171.09,757.85,44.13,862.22,220.56,246.38,47.23,638.21,364.36,3.93,926.44,141.41,345.82,764.98,570.46
794.83,894.11,743.22,519.27,701.77,664.77,578.61,9.41,203.07,475.99,512.64,795.99,614.97,46.73,101.65,186.92,152.05,582.93,192.62,361.84,738.07,437.77,416.97,588.91,199.93,795.65,817.89,61.4,209.76,26.39,720.85,690.5,389.5,90.65,743.95,560.88,968.01,662.86,29.13,305.76,374.06,230.18,156.91,878.04,317.89,832.51,873.06,218.76,193.44
502.69,230.03,48.24,607.79,556.51,419.39,911.35,442.45,451.92,122.67,330.67,609.73,977.19,432.4,704.93,619.7,38.23,611.78,590.05,186.45,327.41,94.57,360.86,186.7,399.84,261.11,566.1,432.78,540.55,443.16,540.05,602.5,368.98,710.62,574.93,159.25,918.03,508.77,573.39,746.83,82.93,373.35,497.12,706.32,90.62,681.05,864.86,2.49,364.95
576.95,213.18,902.9,245.43,358.69,701.13,554.14,46.16,796.97,927.94,860.53,110.68,111.4,827.46,205.0,917.37,719.52,728.74,741.11,332.05,827.22,740.39,183.21,498.61,167.65,122.34,847.9,25.83,461.12,587.47,825.02,141.12,672.06,385.78,404.66,319.28,126.67,312.61,324.73,625.93,3.47,50.72,310.26,73.47,802.26,385.95,880.15,492.17,58.03
492.57,31.23,852.28,57.83,911.35,410.79,174.58,543.92,590.47,454.15,473.81,627.77,212.2,24.76,894.72,463.79,280.34,761.24,319.21,563.7,769.01,799.35,894.49,370.13,194.11,425.22,974.56,134.08,330.36,957.0,507.21,939.55,90.34,912.78,492.17,557.99,112.78,968.91,984.46,184.35,960.56,587.68,566.01,895.01,804.49,358.9,571.96,412.63,952.55
195.32,651.7,667.84,391.09,21.03,504.69,378.77,338.62,97.01,734.51,799.6,186.83,473.15,675.36,928.61,103.63,714.52,770.8,104.79,726.5,281.71,725.44,148.17,803.9,391.45,943.64,957.1,322.99,786.04,573.97,540.26,345.93,205.62,540.3,549.68,18.27,539.12,800.92,104.54,597.93,996.13,459.31,466.76,487.36,618.86,149.03,952.31,776.03,317.38
722.48,368.59,593.26,234.28,315.84,7.45,843.16,473.49,548.07,367.24,580.66,510.26,968.62,932.5,975.9,457.87,555.13,663.48,716.77,481.94,14.41,202.34,635.78,320.56,961.79,500.79,856.1,393.76,94.06,158.83,51.86,44.85,200.58,348.5,239.49,437.41,757.08,381.25,47.4,708.18,555.55,760.74,689.52,652.27,579.61,904.06,818.98,402.96,850.06
280.84,864.37,892.31,219.63,56.98,691.75,644.25,613.21,702.77,18.98,773.11,529.15,771.83,237.0,939.09,375.86,108.9,215.89,299.77,525.64,118.25,689.81,890.15,458.32,764.27,635.3,11.05,939.79,974.9,517.59,668.56,300.51,108.51,349.06,378.23,755.83,382.23,166.81,45.11,388.96,239.03,206.46,914.3,882.05,914.92,118.62,415.69,864.13,529.99
24.41,473.26,185.41,959.87,766.55,661.38,650.76,868.81,792.72,100.62,332.74,876.22,898.24,693.67,271.96,577.7,932.14,404.3,166.45,139.03,877.32,10.82,911.98,721.31,319.82,624.2,885.74,395.9,116.63,395.84,273.21,335.7,207.67,131.52,292.48,164.32,136.47,779.56,216.95,246.03,911.11,436.87,200.59,881.17,176.58,472.13,629.59,95.93,228.29
645.51,968.2,79.06,616.34,702.14,38.5,866.83,661.94,629.15,496.27,831.43,462.55,333.78,975.1,509.83,438.71,452.37,776.15,147.81,914.7,836.58,305.18,793.26,433.41,951.61,132.66,75.15,496.33,773.09,479.41,19.79,92.84,607.1,593.83,388.49,64.65,510.61,989.95,579.23,679.01,923.04,180.83,821.2,408.8,616.58,236.59,121.88,365.92,193.51
177.19,185.61,239.59,556.92,331.42,368.31,893.98,434.11,152.74,690.0,274.64,279.51,992.04,962.28,175.54,17.44,734.47,953.43,314.98,928.73,295.28,398.88,176.22,793.24,645.68,390.36,851.21,245.66,368.29,197.18,66.53,620.02,732.19,582.21,500.61,836.05,337.63,279.05,505.61,610.93,854.52,614.02,949.27,237.77,49.87,996.33,551.38,933.95,694.99
940.46,868.64,794.6,415.83,675.7,979.03,919.8,819.45,710.2,334.8,546.14,231.04,102.92,235.01,806.23,994.0,501.07,79.04,592.72,683.46,285.27,835.26,817.45,661.72,455.5,706.97,280.25,0.23,865.28,500.88,957.29,346.83,660.34,800.01,173.44,617.31,351.84,915.87,350.14,78.0,544.42,848.05,373.67,257.5,140.95,585.89,263.22,11.83,964.87
953.93,776.62,34.77,429.0,396.0,420.79,94.94,905.59,677.37,695.52,214.09,874.26,53.07,100.42,888.44,543.59,604.4,535.58,358.47,17.73,792.89,390.46,276.64,410.59,468.35,971.99,610.11,899.34,74.26,150.12,346.14,629.17,475.24,201.28,393.58,176.66,645.02,125.46,88.88,666.71,74.79,765.47,113.75,765.96,437.33,149.67,283.62,390.85,183.15
914.87,770.94,582.85,540.95,756.28,502.0,544.17,119.85,24.52,698.67,475.58,171.09,855.62,148.37,851.3,473.68,302.84,312.59,20.76,537.12,937.74,11.37,922.41,504.03,410.8,168.1,38.16,81.81,374.78,744.07,868.09,6.84,52.53,290.86,385.56,806.32,885.62,952.21,233.81,488.57,88.53,944.2,821.93,929.44,821.23,667.6,125.81,259.78,115.51
370.22,844.8,995.44,696.46,454.24,909.94,740.54,531.98,411.81,703.97,318.24,425.93,927.27,702.07,433.42,954.62,200.44,225.47,97.0,629.26,779.16,352.41,709.12,967.21,233.07,410.5,771.2,964.25,335.51,593.95,959.68,982.05,959.01,97.33,286.08,658.16,558.64,745.36,184.23,753.39,896.63,971.73,701.13,72.32,733.16,991.61,358.26,531.91,387.16
15.56,761.05,855.71,702.18,412.34,717.29,756.95,284.58,333.02,492.57,266.78,187.25,90.68,725.79,758.7,155.94,542.62,505.86,290.57,994.65,605.62,498.97,785.29,661.65,386.69,95.18,111.79,130.93,993.16,78.62,943.27,170.6,168.16,295.41,998.5,334.19,687.63,346.66,745.69,190.8,875.84,772.06,212.79,15.12,974.07,605.08,481.44,278.84,393.87
928.33,626.26,521.49,171.78,934.74,582.11,606.76,47.16,669.45,914.89,966.99,773.33,113.52,674.27,97.67,189.32,440.27,606.13,659.74,996.07,242.75,949.01,85.12,905.0,527.94,242.45,410.75,604.92,985.55,889.63,881.74,659.37,668.45,428.16,73.72,376.26,659.98,304.7,779.97,258.29,434.45,286.88,445.28,822.95,44.94,457.43,600.39,869.92,806.27
428.24,131.33,63.73,500.16,250.95,797.82,166.87,668.58,216.21,489.25,160.16,474.43,33.27,336.14,40.34,808.03,390.17,9.87,98.61,857.63,525.8,941.04,582.81,178.84,528.07,376.82,817.46,999.41,189.88,616.42,894.85,715.81,912.9,964.03,642.99,155.97,551.19,643.47,777.04,543.36,328.22,219.34,578.03,386.66,381.41,293.34,304.94,937.14,468.94
966.66,32.62,831.39,412.02,120.54,864.38,797.44,862.78,590.91,450.32,787.35,351.21,104.6,169.86,753.26,260.9,672.6,780.23,560.7,63.92,233.59,180.96,821.16,483.29,761.76,540.69,695.38,138.55,629.98,316.18,289.08,171.69,697.81,653.1,174.52,835.27,310.83,593.55,969.04,481.79,644.16,447.6,169.94,276.52,158.87,92.21,792.27,849.15,62.55
963.62,920.86,599.02,870.54,584.58,456.94,720.14,162.99,913.21,199.46,984.17,361.16,209.5,580.8,425.41,799.25,690.54,819.9,119.97,953.28,808.03,185.23,861.6,908.67,358.86,230.64,6.14,424.0,535.57,45.74,151.55,111.8,218.13,782.9,839.54,509.06,377.86,918.94,884.25,386.43,807.01,993.88,714.94,188.46,37.06,228.32,521.01,398.63,920.68
853.02,616.69,115.02,631.46,969.32,475.16,86.23,812.43,797.82,307.72,20.0,852.23,970.08,483.73,995.55,271.61,46.02,965.51,211.69,612.7,387.02,163.47,28.73,322.68,716.83,227.64,403.09,780.45,154.46,632.26,639.3,152.66,315.86,325.58,914.21,557.06,315.77,766.27,497.85,746.06,731.71,412.73,689.91,346.55,264.47,553.67,638.09,989.93,373.25
294.52,796.56,93.95,532.55,377.9,386.11,463.86,853.41,921.47,42.43,699.06,553.82,667.89,728.86,97.34,33.28,338.81,180.73,172.27,800.91,833.71,788.94,939.17,967.67,578.13,777.85,42.02,32.29,167.86,373.5,488.16,246.89,30.3,144.6,401.54,883.5,917.51,540.41,414.99,564.8,615.64,199.15,887.14,971.47,244.55,753.81,278.22,735.06,668.56
385.16,481.57,909.64,115.48,62.13,966.71,174.06,914.35,978.51,633.57,252.99,717.9,778.58,441.42,855.64,517.06,411.82,594.59,67.32,407.25,381.67,6.12,43.43,97.17,961.85,962.65,673.53,689.81,989.25,907.63,98.84,168.32,612.8,256.79,823.5,15.93,826.64,927.57,915.78,710.3,231.59,944.35,567.32,977.08,420.09,877.94,814.15,355.67,667.52
851.15,117.4,669.23,605.68,339.37,697.2,337.54,265.36,10.77,248.61,40.58,897.05,776.16,338.71,480.04,196.77,96.98,426.68,671.36,319.74,824.17,127.26,614.56,902.68,385.35,323.68,968.95,80.47,452.78,34.97,677.57,674.03,613.03,256.54,249.98,67.02,579.39,592.77,611.26,153.34,262.58,385.98,574.36,331.58,140.17,793.73,624.31,93.78,56.44
316.99,125.27,829.3,117.29,505.98,83.31,18.18,903.96,622.78,304.22,402.95,901.75,535.12,293.55,827.17,757.87,235.98,334.89,463.46,463.3,333.38,538.01,693.42,445.27,901.23,688.02,655.3,236.6,125.89,39.2,562.9,420.89,725.53,583.16,140.15,161.66,912.25,849.7,294.47,729.02,724.1,690.93,619.43,963.69,488.62,125.55,862.36,667.08,3.7
169.58,685.6,878.99,337.27,162.01,862.97,400.39,320.73,412.9,770.84,935.22,328.58,797.51,211.55,817.15,641.24,51.74,565.68,831.07,146.96,440.19,247.64,107.43,73.84,820.66,258.15,224.45,160.16,214.87,949.3,863.08,537.84,11.1,341.54,315.95,30.13,886.42,840.96,564.51,461.58,802.64,788.17,273.86,299.93,920.11,773.48,160.04,728.59,88.13
556.85,430.36,571.82,142.93,658.14,480.61,549.92,552.38,859.87,327.29,11.86,952.46,595.85,265.82,916.0,923.61,996.24,782.4,98.98,357.13,615.53,92.45,48.11,879.53,637.7,927.96,355.3,907.35,268.42,964.88,609.22,47.43,817.86,857.41,341.74,658.19,927.7,919.2,992.15,33.86,116.22,843.17,758.63,854.5,748.21,581.65,380.73,122.55,956.54
936.16,200.6,517.49,692.1,997.75,68.85,619.62,50.6,251.89,242.27,587.93,24.97,314.61,94.92,297.92,783.01,736.58,23.15,144.82,857.63,70.38,359.94,784.93,252.02,654.55,672.94,976.65,180.54,510.97,27.84,573.99,861.26,738.74,988.55,397.42,633.92,221.85,67.7,849.49,234.57,187.38,821.3,662.53,212.08,842.19,469.16,113.1,549.78,794.01
696.06,491.65,430.48,206.33,451.79,549.76,663.52,43.98,981.03,169.14,501.45,376.9,561.15,346.92,949.8,180.86,87.54,969.4,306.53,38.05,948.21,274.28,384.73,22.35,84.74,802.7,224.13,40.53,335.61,716.06,440.81,170.65,140.97,343.36,373.02,210.88,717.53,583.86,281.35,25.85,680.5,836.26,839.16,826.5,804.75,572.81,215.61,987.09,132.1
570.1,64.3,317.01,391.92,354.79,417.22,836.31,720.4,613.75,774.88,873.4,895.81,533.56,36.67,151.75,800.18,20.35,809.9,765.89,150.96,573.65,511.15,107.2,135.89,950.23,49.45,561.57,587.67,455.07,221.57,462.84,360.22,347.69,705.09,411.2,149.49,609.26,468.45,952.96,456.93,389.05,667.69,768.61,353.8,389.69,8.17,394.61,326.31,614.91
97.27,582.01,434.65,895.69,400.76,877.76,215.54,444.54,793.56,129.79,84.09,274.71,823.47,186.5,82.06,641.77,719.32,751.18,305.83,125.2,507.87,979.24,762.69,659.15,107.03,598.55,400.51,346.25,166.58,701.42,954.39,71.99,638.56,657.52,710.06,145.77,733.86,490.59,981.46,325.95,563.34,403.89,638.61,195.8,708.99,67.82,894.59,301.96,612.01
615.05,269.07,773.9,204.4,115.23,204.07,120.57,256.37,85.69,453.81,681.56,273.15,981.73,746.8,431.67,668.98,439.25,760.41,408.48,403.14,839.41,124.39,849.18,977.81,563.28,527.66,768.34,405.77,326.8,868.75,138.53,136.88,495.85,194.54,245.66,953.25,263.45,459.96,231.24,987.45,614.85,667.32,160.98,934.79,754.28,525.9,557.08,903.31,0.66
990.05,797.58,601.96,507.85,883.29,826.48,851.55,190.49,183.54,506.98,680.14,302.69,411.1,325.54,828.34,832.28,786.82,389.12,301.67,996.99,865.78,372.79,587.43,111.55,330.14,293.07,867.4,119.15,70.41,100.92,446.27,665.83,115.18,918.02,18.67,693.54,694.84,837.48,895.6,868.52,776.23,836.75,919.16,214.26,205.73,173.7,330.45,117.5,429.12
140.17,310.43,892.53,419.33,414.88,557.73,156.7,669.99,758.43,687.42,669.11,612.35,763.41,668.27,473.47,573.87,923.48,751.65,80.32,173.44,522.31,931.99,161.32,462.0,429.91,262.5,340.9,748.26,889.72,238.84,655.86,692.62,87.44,199.52,489.73,585.47,409.89,318.5,883.21,825.69,805.74,350.71,367.28,991.84,860.28,545.59,746.92,933.53,711.8
518.38,455.27,443.44,18.22,387.34,54.7,974.76,0.5,22.08,633.32,942.34,438.39,99.85,716.91,829.3,466.06,599.34,386.83,939.44,145.57,927.27,876.89,15.32,180.72,610.22,580.07,660.43,601.59,198.83,24.18,433.07,677.0,781.48,736.98,448.35,322.55,834.11,462.8,39.85,501.17,280.17,296.58,964.3,108.66,457.8,354.28,19.78,779.51,186.87
877.39,11.72,607.13,792.78,659.72,971.85,842.55,805.91,816.9,810.74,823.11,726.76,776.85,581.23,729.71,636.68,187.19,898.72,548.58,915.06,64.83,394.33,700.83,745.06,908.86,706.51,549.09,364.28,756.92,43.93,283.29,552.18,156.05,347.67,60.16,433.1,795.39,200.76,669.72,807.11,541.34,343.77,401.93,10.12,16.46,907.42,370.16,390.9,850.92
740.79,72.54,631.34,69.14,442.09,512.66,500.93,79.34,14.05,44.85,42.07,894.92,371.48,958.7,209.51,298.03,782.22,177.3,787.85,882.06,113.31,698.98,550.18,118.15,457.62,33.27,278.52,171.66,349.62,29.71,287.43,952.53,172.18,367.14,133.89,89.5,211.44,251.79,305.35,266.94,123.61,551.33,146.02,870.81,643.42,949.69,600.87,83.64,660.34
697.05,392.55,591.74,474.31,648.27,290.95,981.42,191.57,657.15,296.51,471.14,674.23,39.49,21.54,948.89,182.68,955.82,292.42,658.39,32.34,596.83,87.95,650.83,239.92,987.73,567.44,272.01,593.49,474.45,800.7,233.73,507.23,830.94,455.5,509.97,998.15,183.94,660.45,674.65,560.69,842.03,52.54,884.85,586.65,676.8,979.79,583.28,19.27,7.02
702.51,479.99,702.66,560.72,61.54,469.46,97.47,386.3,365.16,280.21,398.01,204.55,363.31,738.68,60.88,616.63,580.27,551.38,514.3,751.73,354.13,712.57,813.2,196.49,592.85,170.54,538.68,778.62,291.33,298.36,343.97,449.47,612.18,864.52,234.83,755.11,717.76,117.02,913.57,392.98,845.46,778.99,795.08,421.68,551.81,898.95,607.6,375.89,854.93
359.56,600.06,237.51,628.46,813.74,857.87,303.14,484.91,611.53,146.1,310.22,932.69,610.68,958.79,898.29,233.92,682.03,319.28,89.77,655.5,464.28,972.86,434.28,552.56,160.64,140.45,154.09,312.47,696.47,493.26,871.69,247.62,604.76,140.34,877.61,621.49,550.52,187.9,498.83,171.42,299.58,138.94,786.32,82.06,212.49,985.89,211.58,705.38,19.5
293.66,291.73,512.41,688.66,940.51,304.97,638.26,355.06,696.06,289.25,451.39,264.57,119.34,862.29,304.51,80.01,337.54,424.29,642.77,767.76,328.15,537.53,124.6,873.2,190.09,623.16,810.83,25.96,844.56,787.87,505.27,98.94,479.4,54.66,173.38,587.81,557.25,528.08,414.47,72.71,160.7,132.93,89.5,574.94,482.33,706.18,337.15,487.58,887.94
809.38,695.01,104.31,253.35,648.8,192.76,350.07,320.78,342.54,309.83,384.26,149.98,924.04,167.98,500.2,0.65,381.59,492.47,155.45,494.55,404.78,498.54,939.99,511.14,716.14,310.94,69.1,214.42,286.34,494.99,240.31,548.2,569.04,402.1,20.22,504.36,752.54,43.87,921.54,558.26,70.18,197.74,879.29,393.79,400.19,960.55,931.57,738.68,333.79
810.13,860.14,384.57,10.08,954.57,129.16,928.38,963.92,108.05,521.93,432.39,90.06,77.76,326.89,422.41,608.36,734.68,856.37,414.44,991.38,822.66,187.4,545.31,58.34,50.49,440.94,94.67,682.43,242.29,429.25,384.59,314.96,601.81,55.68,447.62,257.5,854.99,127.01,974.12,97.73,575.02,576.97,596.44,483.67,974.69,641.83,973.98,670.6,698.68
867.09,779.87,487.72,723.47,151.52,297.93,65.72,641.62,69.74,663.74,979.26,563.43,930.01,172.53,171.92,362.21,927.78,523.24,629.15,43.94,593.52,633.82,615.33,563.43,480.39,360.06,342.29,989.1,681.47,11.67,105.92,524.07,967.83,687.63,986.16,226.47,239.04,863.37,62.33,718.03,91.52,285.64,470.41,630.43,824.7,809.23,312.11,572.95,787.45
913.25,39.71,652.26,535.7,477.47,780.07,549.46,23.53,588.98,381.16,88.72,113.85,707.17,601.35,358.21,752.34,629.03,362.52,782.25,234.45,997.34,590.48,933.42,797.54,148.3,648.37,118.18,13.47,195.23,568.08,904.05,206.2,223.05,760.35,633.91,549.58,555.58,846.16,922.86,921.48,680.63,368.15,913.18,639.97,761.92,132.0,644.54,967.5,281.34
